OrderID,OrderDate,ShipDate,CustomerID,ProductID,RegionID,Quantity,Discount,ShipMode
ORD-20302,2024-10-28,2024-11-02,CUST-021,PRD-003,R02,1,0.0,Standard
ORD-20303,2024-10-28,2024-11-01,CUST-057,PRD-001,R03,1,0.0,Express
ORD-20304,2024-10-29,2024-11-03,CUST-012,PRD-004,R01,4,0.0,Standard
ORD-20305,2024-10-29,2024-11-01,CUST-050,PRD-012,R05,2,0.0,Express
ORD-20306,2024-10-30,2024-11-03,CUST-042,PRD-003,R01,3,0.05,Standard
ORD-20307,2024-10-30,2024-11-03,CUST-067,PRD-006,R04,2,0.05,Standard
ORD-20308,2024-10-31,2024-11-04,CUST-036,PRD-012,R01,1,0.05,Express
ORD-20309,2024-11-01,2024-11-05,CUST-019,PRD-001,R03,1,0.0,Standard
ORD-20310,2024-11-01,2024-11-06,CUST-031,PRD-003,R04,5,0.0,Standard
ORD-20311,2024-11-03,2024-11-05,CUST-010,PRD-010,R02,9,0.1,Standard
ORD-20312,2024-11-03,2024-11-06,CUST-062,PRD-002,R01,2,0.15,Standard
ORD-20313,2024-11-04,2024-11-08,CUST-012,PRD-012,R01,4,0.0,Express
ORD-20314,2024-11-05,2024-11-07,CUST-057,PRD-011,R03,3,0.0,Express
ORD-20315,2024-11-05,2024-11-10,CUST-031,PRD-002,R04,2,0.0,Standard
ORD-20316,2024-11-05,2024-11-11,CUST-045,PRD-008,R02,1,0.15,Standard
ORD-20317,2024-11-05,2024-11-09,CUST-033,PRD-007,R01,1,0.0,Standard
ORD-20318,2024-11-06,2024-11-12,CUST-050,PRD-010,R05,5,0.1,Express
ORD-20319,2024-11-06,2024-11-07,CUST-061,PRD-003,R05,5,0.1,Standard
ORD-20320,2024-11-07,2024-11-12,CUST-047,PRD-004,R03,4,0.0,Standard
ORD-20321,2024-11-08,2024-11-11,CUST-043,PRD-003,R02,3,0.05,Standard
ORD-20322,2024-11-08,2024-11-10,CUST-055,PRD-003,R04,3,0.0,Same Day
ORD-20323,2024-11-09,2024-11-15,CUST-037,PRD-003,R03,5,0.05,Standard
ORD-20324,2024-11-11,2024-11-12,CUST-075,PRD-011,R01,3,0.0,Same Day
ORD-20325,2024-11-12,2024-11-18,CUST-008,PRD-011,R02,3,0.15,Standard
ORD-20326,2024-11-13,2024-11-19,CUST-076,PRD-004,R02,3,0.0,Standard
ORD-20327,2024-11-15,2024-11-20,CUST-020,PRD-010,R04,6,0.1,Express
ORD-20328,2024-11-15,2024-11-21,CUST-079,PRD-006,R01,3,0.05,Same Day
ORD-20329,2024-11-15,2024-11-20,CUST-048,PRD-003,R02,1,0.0,Standard
ORD-20330,2024-11-17,2024-11-19,CUST-069,PRD-004,R04,3,0.15,Express
ORD-20331,2024-11-17,2024-11-23,CUST-003,PRD-012,R02,2,0.0,Standard
ORD-20332,2024-11-18,2024-11-22,CUST-009,PRD-004,R03,1,0.15,Same Day
ORD-20333,2024-11-18,2024-11-22,CUST-011,PRD-007,R04,2,0.15,Same Day
ORD-20334,2024-11-19,2024-11-20,CUST-037,PRD-012,R03,1,0.1,Standard
ORD-20335,2024-11-19,2024-11-22,CUST-002,PRD-003,R03,1,0.05,Same Day
ORD-20336,2024-11-19,2024-11-22,CUST-063,PRD-010,R02,1,0.05,Standard
ORD-20337,2024-11-20,2024-11-22,CUST-072,PRD-002,R02,3,0.15,Standard
ORD-20338,2024-11-20,2024-11-25,CUST-024,PRD-010,R02,9,0.0,Standard
ORD-20339,2024-11-20,2024-11-26,CUST-023,PRD-010,R04,4,0.1,Standard
ORD-20340,2024-11-22,2024-11-25,CUST-049,PRD-011,R02,1,0.1,Standard
ORD-20341,2024-11-23,2024-11-25,CUST-070,PRD-012,R03,3,0.1,Express
ORD-20342,2024-11-23,2024-11-28,CUST-005,PRD-010,R02,3,0.0,Standard
ORD-20343,2024-11-23,2024-11-26,CUST-042,PRD-012,R01,2,0.05,Standard
ORD-20344,2024-11-24,2024-11-30,CUST-017,PRD-003,R04,3,0.0,Standard
ORD-20345,2024-11-24,2024-11-29,CUST-040,PRD-006,R04,3,0.0,Standard
ORD-20346,2024-11-24,2024-11-25,CUST-033,PRD-003,R01,3,0.0,Express
ORD-20347,2024-11-25,2024-11-28,CUST-032,PRD-002,R04,2,0.05,Standard
ORD-20348,2024-11-25,2024-11-30,CUST-006,PRD-005,R01,2,0.0,Standard
ORD-20349,2024-11-25,2024-11-26,CUST-072,PRD-010,R02,6,0.15,Standard
ORD-20350,2024-11-27,2024-11-30,CUST-034,PRD-010,R02,3,0.0,Express
ORD-20351,2024-11-27,2024-11-28,CUST-073,PRD-001,R02,2,0.0,Same Day
ORD-20352,2024-11-27,2024-11-29,CUST-019,PRD-012,R03,1,0.1,Same Day
ORD-20353,2024-11-27,2024-12-03,CUST-068,PRD-003,R04,5,0.0,Standard
ORD-20354,2024-11-27,2024-11-30,CUST-069,PRD-003,R04,1,0.0,Standard
ORD-20355,2024-11-27,2024-12-02,CUST-063,PRD-011,R02,4,0.1,Standard
ORD-20356,2024-11-28,2024-12-01,CUST-026,PRD-011,R04,3,0.0,Express
ORD-20357,2024-11-29,2024-12-05,CUST-054,PRD-010,R03,10,0.15,Express
ORD-20358,2024-11-30,2024-12-06,CUST-031,PRD-004,R04,2,0.0,Express
ORD-20359,2024-11-30,2024-12-05,CUST-078,PRD-006,R04,1,0.1,Express
ORD-20360,2024-12-01,2024-12-06,CUST-065,PRD-011,R05,3,0.0,Standard
ORD-20361,2024-12-01,2024-12-02,CUST-034,PRD-004,R02,2,0.15,Express
ORD-20362,2024-12-05,2024-12-06,CUST-045,PRD-010,R02,7,0.0,Express
ORD-20363,2024-12-05,2024-12-11,CUST-074,PRD-010,R02,1,0.15,Express
ORD-20364,2024-12-06,2024-12-07,CUST-005,PRD-006,R02,2,0.0,Express
ORD-20365,2024-12-07,2024-12-08,CUST-017,PRD-011,R04,6,0.0,Express
ORD-20366,2024-12-08,2024-12-14,CUST-018,PRD-004,R02,3,0.05,Express
ORD-20367,2024-12-08,2024-12-09,CUST-002,PRD-010,R03,2,0.05,Same Day
ORD-20368,2024-12-09,2024-12-13,CUST-049,PRD-008,R02,1,0.05,Standard
ORD-20369,2024-12-10,2024-12-11,CUST-055,PRD-004,R04,3,0.05,Express
ORD-20370,2024-12-10,2024-12-14,CUST-016,PRD-007,R05,2,0.0,Standard
ORD-20371,2024-12-10,2024-12-12,CUST-060,PRD-008,R02,1,0.0,Standard
ORD-20372,2024-12-12,2024-12-15,CUST-020,PRD-007,R04,2,0.05,Express
ORD-20373,2024-12-14,2024-12-15,CUST-071,PRD-002,R05,1,0.05,Same Day
ORD-20374,2024-12-15,2024-12-20,CUST-050,PRD-012,R05,5,0.05,Same Day
ORD-20375,2024-12-16,2024-12-22,CUST-038,PRD-012,R04,1,0.0,Express
ORD-20376,2024-12-16,2024-12-20,CUST-040,PRD-001,R04,2,0.15,Express
ORD-20377,2024-12-17,2024-12-19,CUST-015,PRD-012,R01,5,0.0,Express
ORD-20378,2024-12-18,2024-12-22,CUST-022,PRD-007,R03,2,0.15,Express
ORD-20379,2024-12-18,2024-12-20,CUST-027,PRD-002,R05,3,0.0,Standard
ORD-20380,2024-12-19,2024-12-21,CUST-045,PRD-010,R02,3,0.05,Standard
ORD-20381,2024-12-20,2024-12-25,CUST-039,PRD-005,R03,2,0.15,Express
ORD-20382,2024-12-20,2024-12-25,CUST-051,PRD-010,R02,3,0.0,Express
ORD-20383,2024-12-21,2024-12-22,CUST-064,PRD-010,R03,4,0.1,Express
ORD-20384,2024-12-22,2024-12-24,CUST-004,PRD-007,R02,1,0.0,Standard
ORD-20385,2024-12-22,2024-12-28,CUST-067,PRD-001,R04,1,0.0,Express
ORD-20386,2024-12-23,2024-12-24,CUST-022,PRD-010,R03,6,0.0,Express
ORD-20387,2024-12-24,2024-12-27,CUST-010,PRD-010,R02,2,0.05,Standard
ORD-20388,2024-12-24,2024-12-28,CUST-025,PRD-011,R03,5,0.0,Express
ORD-20389,2024-12-25,2024-12-26,CUST-062,PRD-003,R01,2,0.15,Standard
ORD-20390,2024-12-26,2024-12-31,CUST-071,PRD-010,R05,5,0.0,Standard
ORD-20391,2024-12-27,2025-01-01,CUST-061,PRD-011,R05,5,0.0,Express
ORD-20392,2024-12-27,2024-12-29,CUST-005,PRD-004,R02,1,0.0,Standard
ORD-20393,2024-12-28,2025-01-03,CUST-009,PRD-005,R03,2,0.0,Standard
ORD-20394,2024-12-29,2024-12-31,CUST-028,PRD-004,R01,3,0.0,Standard
ORD-20395,2024-12-29,2025-01-03,CUST-001,PRD-001,R03,2,0.0,Express
ORD-20396,2024-12-31,2025-01-01,CUST-016,PRD-003,R05,2,0.0,Standard
ORD-20397,2025-01-01,2025-01-06,CUST-021,PRD-004,R02,1,0.0,Express
ORD-20398,2025-01-02,2025-01-06,CUST-056,PRD-002,R04,3,0.05,Standard
ORD-20399,2025-01-02,2025-01-07,CUST-049,PRD-010,R02,6,0.0,Express
ORD-20400,2025-01-03,2025-01-08,CUST-065,PRD-005,R05,1,0.05,Standard
ORD-20401,2025-01-04,2025-01-08,CUST-003,PRD-007,R02,2,0.0,Same Day
ORD-20402,2025-01-05,2025-01-06,CUST-005,PRD-003,R02,2,0.0,Standard
ORD-20403,2025-01-06,2025-01-09,CUST-058,PRD-004,R02,2,0.0,Standard
ORD-20404,2025-01-07,2025-01-11,CUST-070,PRD-010,R03,2,0.0,Express
ORD-20405,2025-01-08,2025-01-14,CUST-052,PRD-006,R05,3,0.15,Express
ORD-20406,2025-01-09,2025-01-13,CUST-056,PRD-008,R04,2,0.0,Standard
ORD-20407,2025-01-09,2025-01-15,CUST-078,PRD-005,R04,2,0.0,Standard
ORD-20408,2025-01-10,2025-01-11,CUST-018,PRD-007,R02,2,0.0,Express
ORD-20409,2025-01-11,2025-01-14,CUST-060,PRD-011,R02,4,0.1,Standard
ORD-20410,2025-01-11,2025-01-15,CUST-074,PRD-003,R02,2,0.05,Standard
ORD-20411,2025-01-11,2025-01-17,CUST-073,PRD-006,R02,2,0.05,Standard
ORD-20412,2025-01-11,2025-01-13,CUST-024,PRD-009,R02,1,0.1,Standard
ORD-20413,2025-01-12,2025-01-15,CUST-003,PRD-002,R02,2,0.0,Standard
ORD-20414,2025-01-12,2025-01-14,CUST-064,PRD-012,R03,3,0.05,Same Day
ORD-20415,2025-01-14,2025-01-20,CUST-011,PRD-006,R04,4,0.0,Standard
ORD-20416,2025-01-14,2025-01-20,CUST-006,PRD-003,R01,4,0.05,Same Day
ORD-20417,2025-01-14,2025-01-20,CUST-048,PRD-010,R02,2,0.0,Express
ORD-20418,2025-01-14,2025-01-15,CUST-037,PRD-010,R03,2,0.05,Standard
ORD-20419,2025-01-20,2025-01-25,CUST-059,PRD-008,R04,4,0.0,Express
ORD-20420,2025-01-20,2025-01-23,CUST-041,PRD-011,R02,3,0.0,Standard
ORD-20421,2025-01-22,2025-01-26,CUST-015,PRD-002,R01,2,0.05,Standard
ORD-20422,2025-01-24,2025-01-28,CUST-072,PRD-006,R02,1,0.15,Standard
ORD-20423,2025-01-25,2025-01-29,CUST-036,PRD-010,R01,1,0.0,Standard
ORD-20424,2025-01-26,2025-01-29,CUST-067,PRD-011,R04,1,0.0,Express
ORD-20425,2025-01-27,2025-01-31,CUST-052,PRD-009,R05,1,0.0,Standard
ORD-20426,2025-01-29,2025-01-30,CUST-044,PRD-008,R01,2,0.05,Express
ORD-20427,2025-01-30,2025-02-03,CUST-022,PRD-004,R03,2,0.1,Standard
ORD-20428,2025-01-31,2025-02-06,CUST-005,PRD-007,R02,1,0.0,Express
ORD-20429,2025-02-01,2025-02-07,CUST-006,PRD-007,R01,1,0.0,Standard
ORD-20430,2025-02-03,2025-02-05,CUST-035,PRD-011,R04,6,0.0,Standard
ORD-20431,2025-02-05,2025-02-06,CUST-038,PRD-010,R04,9,0.15,Same Day
ORD-20432,2025-02-05,2025-02-08,CUST-031,PRD-010,R04,1,0.0,Express
ORD-20433,2025-02-08,2025-02-10,CUST-068,PRD-012,R04,1,0.0,Standard
ORD-20434,2025-02-08,2025-02-14,CUST-080,PRD-001,R03,2,0.1,Standard
ORD-20435,2025-02-09,2025-02-14,CUST-008,PRD-010,R02,5,0.15,Standard
ORD-20436,2025-02-11,2025-02-17,CUST-055,PRD-006,R04,3,0.1,Express
ORD-20437,2025-02-11,2025-02-15,CUST-059,PRD-010,R04,1,0.0,Standard
ORD-20438,2025-02-12,2025-02-18,CUST-033,PRD-003,R01,3,0.0,Express
ORD-20439,2025-02-15,2025-02-20,CUST-032,PRD-006,R04,4,0.0,Express
ORD-20440,2025-02-16,2025-02-19,CUST-030,PRD-010,R01,6,0.1,Same Day
ORD-20441,2025-02-16,2025-02-17,CUST-033,PRD-001,R01,2,0.1,Standard
ORD-20442,2025-02-17,2025-02-22,CUST-062,PRD-003,R01,2,0.0,Standard
ORD-20443,2025-02-19,2025-02-20,CUST-072,PRD-006,R02,1,0.0,Express
ORD-20444,2025-02-19,2025-02-25,CUST-008,PRD-011,R02,2,0.1,Standard
ORD-20445,2025-02-19,2025-02-21,CUST-011,PRD-003,R04,4,0.0,Standard
ORD-20446,2025-02-20,2025-02-22,CUST-066,PRD-010,R02,1,0.05,Standard
ORD-20447,2025-02-20,2025-02-24,CUST-011,PRD-003,R04,2,0.15,Standard
ORD-20448,2025-02-21,2025-02-27,CUST-054,PRD-003,R03,5,0.15,Express
ORD-20449,2025-02-22,2025-02-27,CUST-006,PRD-007,R01,2,0.1,Express
ORD-20450,2025-02-24,2025-02-25,CUST-035,PRD-009,R04,1,0.05,Standard
ORD-20451,2025-02-24,2025-02-26,CUST-003,PRD-011,R02,4,0.0,Same Day
ORD-20452,2025-02-26,2025-03-02,CUST-057,PRD-011,R03,1,0.0,Standard
ORD-20453,2025-02-26,2025-02-28,CUST-046,PRD-003,R05,5,0.0,Standard
ORD-20454,2025-02-26,2025-02-28,CUST-032,PRD-010,R04,8,0.05,Standard
ORD-20455,2025-02-27,2025-03-02,CUST-056,PRD-008,R04,4,0.1,Standard
ORD-20456,2025-02-28,2025-03-02,CUST-012,PRD-004,R01,2,0.1,Standard
ORD-20457,2025-02-28,2025-03-04,CUST-051,PRD-010,R02,1,0.15,Express
ORD-20458,2025-03-01,2025-02-27,CUST-034,PRD-011,R02,4,0.0,Standard
ORD-20459,2025-03-01,2025-03-03,CUST-034,PRD-006,R02,3,0.0,Standard
ORD-20460,2025-03-04,2025-03-02,CUST-005,PRD-011,R02,2,0.0,Standard
ORD-20461,2025-03-04,2025-03-09,CUST-068,PRD-002,R04,1,0.0,Same Day
ORD-20462,2025-03-04,2025-03-05,CUST-007,PRD-002,R04,1,0.15,Express
ORD-20463,2025-03-06,2025-03-08,CUST-025,PRD-010,R03,10,0.1,Standard
ORD-20464,2025-03-06,2025-03-12,CUST-036,PRD-003,R01,4,0.0,Standard
ORD-20465,2025-03-07,2025-03-13,CUST-058,PRD-008,R02,1,0.0,Standard
ORD-20466,2025-03-07,2025-03-08,CUST-067,PRD-006,R04,1,0.1,Standard
ORD-20467,2025-03-07,2025-03-13,CUST-008,PRD-002,R02,3,0.1,Same Day
ORD-20468,2025-03-07,2025-03-09,CUST-017,PRD-010,R04,3,0.1,Same Day
ORD-20469,2025-03-10,2025-03-11,CUST-030,PRD-010,R01,4,0.0,Standard
ORD-20470,2025-03-10,2025-03-12,CUST-041,PRD-002,R02,3,0.0,Standard
ORD-20471,2025-03-12,2025-03-16,CUST-011,PRD-003,R04,1,0.05,Standard
ORD-20472,2025-03-12,2025-03-18,CUST-079,PRD-010,R01,3,0.15,Standard
ORD-20473,2025-03-13,2025-03-19,CUST-023,PRD-011,R04,2,0.0,Standard
ORD-20474,2025-03-14,2025-03-15,CUST-067,PRD-011,R04,6,0.0,Standard
ORD-20475,2025-03-14,2025-03-17,CUST-062,PRD-006,R01,4,0.0,Express
ORD-20476,2025-03-15,2025-03-21,CUST-073,PRD-004,R02,1,0.0,Standard
ORD-20477,2025-03-15,2025-03-21,CUST-073,PRD-005,R02,1,0.0,Express
ORD-20478,2025-03-16,2025-03-18,CUST-054,PRD-003,R03,3,0.1,Express
ORD-20479,2025-03-16,2025-03-18,CUST-025,PRD-006,R03,1,0.05,Standard
ORD-20480,2025-03-19,2025-03-25,CUST-048,PRD-003,R02,3,0.0,Standard
ORD-20481,2025-03-19,2025-03-22,CUST-015,PRD-002,R01,3,0.0,Standard
ORD-20482,2025-03-23,2025-03-28,CUST-047,PRD-004,R03,3,0.0,Express
ORD-20483,2025-03-23,2025-03-26,CUST-017,PRD-001,R04,1,0.1,Express
ORD-20484,2025-03-23,2025-03-25,CUST-049,PRD-006,R02,4,0.0,Express
ORD-20485,2025-03-24,2025-03-30,CUST-060,PRD-010,R02,5,0.0,Standard
ORD-20486,2025-03-25,2025-03-29,CUST-038,PRD-009,R04,1,0.05,Standard
ORD-20487,2025-03-25,2025-03-29,CUST-063,PRD-012,R02,2,0.15,Express
ORD-20488,2025-03-26,2025-03-27,CUST-029,PRD-011,R05,4,0.0,Express
ORD-20489,2025-03-27,2025-03-29,CUST-043,PRD-008,R02,2,0.15,Standard
ORD-20490,2025-03-27,2025-03-30,CUST-020,PRD-011,R04,5,0.0,Express
ORD-20491,2025-03-27,2025-03-31,CUST-029,PRD-005,R05,2,0.0,Standard
ORD-20492,2025-03-28,2025-03-29,CUST-006,PRD-010,R01,1,0.15,Express
ORD-20493,2025-03-28,2025-03-30,CUST-075,PRD-003,R01,4,0.15,Standard
ORD-20494,2025-03-28,2025-04-02,CUST-030,PRD-006,R01,3,0.0,Express
ORD-20495,2025-03-29,2025-04-02,CUST-055,PRD-012,R04,3,0.05,Standard
ORD-20496,2025-03-30,2025-04-03,CUST-062,PRD-008,R01,2,0.05,Same Day
ORD-20497,2025-03-30,2025-04-05,CUST-047,PRD-006,R03,2,0.0,Same Day
ORD-20498,2025-03-31,2025-04-02,CUST-045,PRD-010,R02,5,0.1,Same Day
ORD-20499,2025-04-01,2025-04-02,CUST-065,PRD-004,R05,2,0.05,Express
ORD-20500,2025-04-03,2025-04-04,CUST-014,PRD-011,R01,4,0.0,Standard
ORD-20501,2025-04-05,2025-04-11,CUST-008,PRD-001,R02,1,0.0,Same Day
ORD-20502,2025-04-05,2025-04-11,CUST-066,PRD-003,R02,4,0.05,Express
ORD-20503,2025-04-08,2025-04-12,CUST-071,PRD-003,R05,4,0.05,Express
ORD-20504,2025-04-10,2025-04-11,CUST-004,PRD-003,R02,4,0.0,Express
ORD-20505,2025-04-10,2025-04-11,CUST-043,PRD-012,R02,4,0.05,Standard
ORD-20506,2025-04-11,2025-04-13,CUST-075,PRD-001,R01,2,0.0,Express
ORD-20507,2025-04-11,2025-04-12,CUST-036,PRD-003,R01,2,0.0,Express
ORD-20508,2025-04-12,2025-04-13,CUST-053,PRD-007,R03,2,0.0,Standard
ORD-20509,2025-04-12,2025-04-14,CUST-030,PRD-010,R01,10,0.05,Standard
ORD-20510,2025-04-13,2025-04-16,CUST-045,PRD-010,R02,10,0.0,Standard
ORD-20511,2025-04-14,2025-04-19,CUST-027,PRD-004,R05,2,0.1,Standard
ORD-20512,2025-04-18,2025-04-21,CUST-034,PRD-003,R02,4,0.15,Same Day
ORD-20513,2025-04-18,2025-04-23,CUST-064,PRD-011,R03,5,0.0,Standard
ORD-20514,2025-04-19,2025-04-23,CUST-067,PRD-002,R04,1,0.0,Standard
ORD-20515,2025-04-19,2025-04-25,CUST-018,PRD-001,R02,2,0.0,Express
ORD-20516,2025-04-21,2025-04-23,CUST-001,PRD-003,R03,1,0.0,Standard
ORD-20517,2025-04-23,2025-04-29,CUST-077,PRD-006,R05,3,0.15,Standard
ORD-20518,2025-04-23,2025-04-25,CUST-002,PRD-012,R03,1,0.05,Express
ORD-20519,2025-04-24,2025-04-25,CUST-042,PRD-010,R01,3,0.0,Standard
ORD-20520,2025-04-26,2025-05-01,CUST-042,PRD-007,R01,1,0.05,Express
ORD-20521,2025-04-26,2025-04-30,CUST-051,PRD-006,R02,3,0.0,Express
ORD-20522,2025-04-28,2025-04-30,CUST-024,PRD-010,R02,2,0.05,Standard
ORD-20523,2025-04-28,2025-04-29,CUST-011,PRD-008,R04,3,0.0,Standard
ORD-20524,2025-04-28,2025-04-30,CUST-033,PRD-004,R01,3,0.05,Standard
ORD-20525,2025-05-01,2025-05-05,CUST-078,PRD-002,R04,1,0.0,Standard
ORD-20526,2025-05-01,2025-05-04,CUST-043,PRD-003,R02,4,0.05,Same Day
ORD-20527,2025-05-02,2025-05-03,CUST-036,PRD-010,R01,7,0.05,Express
ORD-20528,2025-05-02,2025-05-04,CUST-004,PRD-008,R02,3,0.05,Express
ORD-20529,2025-05-03,2025-05-07,CUST-075,PRD-010,R01,1,0.05,Standard
ORD-20530,2025-05-04,2025-05-09,CUST-079,PRD-001,R01,1,0.0,Standard
ORD-20531,2025-05-04,2025-05-08,CUST-005,PRD-011,R02,2,0.1,Express
ORD-20532,2025-05-05,2025-05-06,CUST-055,PRD-004,R04,2,0.05,Standard
ORD-20533,2025-05-06,2025-05-07,CUST-062,PRD-012,R01,5,0.05,Standard
ORD-20534,2025-05-07,2025-05-09,CUST-008,PRD-008,R02,2,0.0,Express
ORD-20535,2025-05-08,2025-05-13,CUST-030,PRD-007,R01,1,0.0,Standard
ORD-20536,2025-05-08,2025-05-11,CUST-060,PRD-010,R02,10,0.15,Express
ORD-20537,2025-05-08,2025-05-09,CUST-070,PRD-008,R03,2,0.1,Express
ORD-20538,2025-05-08,2025-05-10,CUST-043,PRD-009,R02,1,0.15,Standard
ORD-20539,2025-05-09,2025-05-13,CUST-024,PRD-002,R02,3,0.0,Express
ORD-20540,2025-05-09,2025-05-15,CUST-055,PRD-008,R04,2,0.1,Standard
ORD-20541,2025-05-10,2025-05-12,CUST-027,PRD-004,R05,3,0.1,Same Day
ORD-20542,2025-05-13,2025-05-16,CUST-060,PRD-002,R02,2,0.0,Standard
ORD-20543,2025-05-13,2025-05-15,CUST-002,PRD-002,R03,2,0.15,Express
ORD-20544,2025-05-14,2025-05-17,CUST-080,PRD-006,R03,1,0.1,Same Day
ORD-20545,2025-05-14,2025-05-17,CUST-022,PRD-003,R03,5,0.0,Express
ORD-20546,2025-05-15,2025-05-18,CUST-010,PRD-010,R02,9,0.0,Standard
ORD-20547,2025-05-15,2025-05-16,CUST-010,PRD-002,R02,2,0.0,Standard
ORD-20548,2025-05-16,2025-05-21,CUST-080,PRD-001,R03,1,0.0,Express
ORD-20549,2025-05-16,2025-05-20,CUST-075,PRD-012,R01,4,0.05,Standard
ORD-20550,2025-05-18,2025-05-20,CUST-039,PRD-004,R03,2,0.05,Standard
ORD-20551,2025-05-19,2025-05-22,CUST-062,PRD-006,R01,3,0.1,Standard
ORD-20552,2025-05-19,2025-05-24,CUST-017,PRD-003,R04,1,0.1,Same Day
ORD-20553,2025-05-19,2025-05-24,CUST-075,PRD-003,R01,5,0.0,Standard
ORD-20554,2025-05-20,2025-05-26,CUST-030,PRD-005,R01,1,0.0,Standard
ORD-20555,2025-05-20,2025-05-24,CUST-048,PRD-010,R02,5,0.1,Express
ORD-20556,2025-05-21,2025-05-23,CUST-030,PRD-001,R01,2,0.1,Standard
ORD-20557,2025-05-22,2025-05-23,CUST-009,PRD-011,R03,2,0.0,Same Day
ORD-20558,2025-05-23,2025-05-25,CUST-072,PRD-012,R02,2,0.05,Standard
ORD-20559,2025-05-23,2025-05-27,CUST-062,PRD-007,R01,1,0.0,Standard
ORD-20560,2025-05-24,2025-05-29,CUST-042,PRD-004,R01,1,0.0,Standard
ORD-20561,2025-05-25,2025-05-30,CUST-080,PRD-003,R03,2,0.15,Standard
ORD-20562,2025-05-25,2025-05-27,CUST-006,PRD-003,R01,3,0.0,Same Day
ORD-20563,2025-05-26,2025-05-28,CUST-035,PRD-004,R04,1,0.1,Standard
ORD-20564,2025-05-26,2025-05-28,CUST-058,PRD-011,R02,2,0.0,Standard
ORD-20565,2025-05-26,2025-05-28,CUST-028,PRD-001,R01,2,0.15,Same Day
ORD-20566,2025-05-26,2025-05-27,CUST-040,PRD-010,R04,9,0.1,Standard
ORD-20567,2025-05-27,2025-05-29,CUST-015,PRD-009,R01,1,0.0,Express
ORD-20568,2025-05-27,2025-05-31,CUST-066,PRD-001,R02,2,0.05,Same Day
ORD-20569,2025-05-27,2025-05-29,CUST-021,PRD-001,R02,2,0.1,Same Day
ORD-20570,2025-05-27,2025-06-02,CUST-004,PRD-010,R02,8,0.0,Standard
ORD-20571,2025-05-29,2025-05-30,CUST-014,PRD-009,R01,1,0.05,Standard
ORD-20572,2025-05-29,2025-06-04,CUST-070,PRD-004,R03,4,0.0,Standard
ORD-20573,2025-05-30,2025-06-05,CUST-041,PRD-011,R02,4,0.0,Express
ORD-20574,2025-05-30,2025-06-03,CUST-072,PRD-003,R02,5,0.0,Standard
ORD-20575,2025-05-30,2025-06-01,CUST-042,PRD-005,R01,2,0.0,Standard
ORD-20576,2025-06-01,2025-06-04,CUST-001,PRD-002,R03,1,0.15,Standard
ORD-20577,2025-06-01,2025-06-05,CUST-065,PRD-009,R05,1,0.0,Standard
ORD-20578,2025-06-01,2025-06-07,CUST-039,PRD-002,R03,2,0.0,Express
ORD-20579,2025-06-02,2025-06-04,CUST-009,PRD-003,R03,2,0.0,Standard
ORD-20580,2025-06-03,2025-06-07,CUST-010,PRD-010,R02,3,0.05,Standard
ORD-20581,2025-06-03,2025-06-09,CUST-006,PRD-006,R01,1,0.15,Standard
ORD-20582,2025-06-04,2025-06-10,CUST-043,PRD-009,R02,1,0.05,Standard
ORD-20583,2025-06-04,2025-06-07,CUST-055,PRD-010,R04,8,0.1,Standard
ORD-20584,2025-06-05,2025-06-10,CUST-008,PRD-008,R02,1,0.0,Standard
ORD-20585,2025-06-06,2025-06-10,CUST-047,PRD-003,R03,4,0.05,Express
ORD-20586,2025-06-07,2025-06-12,CUST-071,PRD-010,R05,2,0.0,Standard
ORD-20587,2025-06-10,2025-06-13,CUST-073,PRD-002,R02,3,0.1,Express
ORD-20588,2025-06-14,2025-06-19,CUST-015,PRD-003,R01,2,0.05,Standard
ORD-20589,2025-06-15,2025-06-21,CUST-022,PRD-005,R03,2,0.0,Standard
ORD-20590,2025-06-17,2025-06-18,CUST-054,PRD-002,R03,1,0.1,Standard
ORD-20591,2025-06-18,2025-06-24,CUST-061,PRD-002,R05,1,0.0,Same Day
ORD-20592,2025-06-18,2025-06-20,CUST-053,PRD-009,R03,2,0.0,Standard
ORD-20593,2025-06-18,2025-06-19,CUST-048,PRD-010,R02,1,0.0,Standard
ORD-20594,2025-06-19,2025-06-20,CUST-026,PRD-004,R04,2,0.15,Express
ORD-20595,2025-06-21,2025-06-25,CUST-075,PRD-004,R01,3,0.0,Standard
ORD-20596,2025-06-21,2025-06-27,CUST-018,PRD-003,R02,1,0.1,Standard
ORD-20597,2025-06-22,2025-06-24,CUST-053,PRD-006,R03,2,0.0,Standard
ORD-20598,2025-06-23,2025-06-29,CUST-074,PRD-008,R02,2,0.05,Express
ORD-20599,2025-06-23,2025-06-24,CUST-052,PRD-012,R05,4,0.0,Standard
ORD-20600,2025-06-23,2025-06-27,CUST-004,PRD-001,R02,1,0.0,Same Day
ORD-20601,2025-06-24,2025-06-28,CUST-016,PRD-011,R05,4,0.05,Standard
ORD-20602,2025-06-24,2025-06-25,CUST-021,PRD-012,R02,4,0.1,Standard
ORD-20603,2025-06-24,2025-06-30,CUST-075,PRD-004,R01,2,0.15,Express
ORD-20604,2025-06-27,2025-06-28,CUST-027,PRD-010,R05,3,0.0,Standard
ORD-20605,2025-06-27,2025-06-28,CUST-019,PRD-010,R03,3,0.1,Standard
