OrderID,OrderDate,CustomerID,ProductID,Quantity,Discount,ShipMode
ORD-10467,2025-11-11,C046,P002,3,0.0,Standard
ORD-10468,2025-11-11,C008,P012,5,0.0,Standard
ORD-10469,2025-11-12,C006,P005,2,0.0,Express
ORD-10470,2025-11-12,C012,P003,1,0.0,Express
ORD-10471,2025-11-13,C046,P011,6,0.0,Standard
ORD-10472,2025-11-13,C046,P004,1,0.1,Standard
ORD-10473,2025-11-13,C051,P001,1,0.0,Standard
ORD-10474,2025-11-13,C006,P002,3,0.0,Express
ORD-10475,2025-11-15,C010,P008,3,0.15,Same Day
ORD-10476,2025-11-15,C055,P010,1,0.1,Standard
ORD-10477,2025-11-15,C056,P003,1,0.05,Standard
ORD-10478,2025-11-16,C044,P011,4,0.0,Standard
ORD-10479,2025-11-17,C007,P011,2,0.0,Standard
ORD-10480,2025-11-17,C005,P011,5,0.0,Express
ORD-10481,2025-11-18,C004,P003,3,0.0,Standard
ORD-10482,2025-11-18,C042,P001,2,0.0,Express
ORD-10483,2025-11-18,C051,P011,3,0.05,Standard
ORD-10484,2025-11-18,C038,P003,2,0.0,Standard
ORD-10485,2025-11-19,C016,P008,2,0.05,Standard
ORD-10486,2025-11-19,C046,P010,7,0.0,Standard
ORD-10487,2025-11-19,C004,P002,2,0.0,Standard
ORD-10488,2025-11-22,C050,P010,6,0.1,Express
ORD-10489,2025-11-22,C054,P012,3,0.1,Standard
ORD-10490,2025-11-22,C044,P010,3,0.0,Standard
ORD-10491,2025-11-22,C053,P005,2,0.05,Standard
ORD-10492,2025-11-23,C036,P011,4,0.0,Standard
ORD-10493,2025-11-23,C029,P006,3,0.0,Express
ORD-10494,2025-11-23,C020,P010,9,0.05,Same Day
ORD-10495,2025-11-23,C056,P010,10,0.0,Standard
ORD-10496,2025-11-24,C042,P010,7,0.0,Express
ORD-10497,2025-11-24,C012,P003,4,0.0,Express
ORD-10498,2025-11-25,C058,P002,2,0.0,Same Day
ORD-10499,2025-11-26,C004,P003,4,0.0,Standard
ORD-10500,2025-11-27,C036,P006,2,0.0,Standard
ORD-10501,2025-11-27,C012,P006,3,0.15,Standard
ORD-10502,2025-11-27,C040,P008,1,0.05,Express
ORD-10503,2025-11-29,C025,P004,4,0.0,Express
ORD-10504,2025-11-29,C027,P010,3,0.0,Standard
ORD-10505,2025-11-29,C041,P011,4,0.05,Standard
ORD-10506,2025-11-29,C046,P003,1,0.0,Express
ORD-10507,2025-11-29,C023,P010,2,0.0,Express
ORD-10508,2025-11-30,C060,P009,2,0.1,Standard
ORD-10509,2025-11-30,C030,P006,4,0.0,Express
ORD-10510,2025-12-01,C010,P003,2,0.0,Standard
ORD-10511,2025-12-01,C001,P010,2,0.0,Standard
ORD-10512,2025-12-01,C013,P012,5,0.0,Standard
ORD-10513,2025-12-04,C042,P010,10,0.0,Express
ORD-10514,2025-12-04,C033,P011,2,0.1,Same Day
ORD-10514,2025-12-04,C033,P011,2,0.1,Same Day
ORD-10515,2025-12-05,C021,P012,4,0.0,Standard
ORD-10516,2025-12-05,C029,P004,2,0.05,Standard
ORD-10517,2025-12-05,C051,P008,3,0.05,Standard
ORD-10518,2025-12-06,C035,P006,2,0.0,Standard
ORD-10519,2025-12-06,C004,P012,1,0.0,Standard
ORD-10520,2025-12-06,C003,P002,1,0.0,Standard
ORD-10521,2025-12-07,C029,P005,2,0.05,Standard
ORD-10522,2025-12-08,C025,P011,5,0.0,Standard
ORD-10522,2025-12-08,C025,P011,5,0.0,Standard
ORD-10523,2025-12-08,C052,P003,1,0.05,Standard
ORD-10524,2025-12-09,C035,P010,10,0.1,Express
ORD-10525,2025-12-10,C046,P004,3,0.1,Standard
ORD-10526,2025-12-10,C036,P012,5,0.15,Express
ORD-10527,2025-12-11,C021,P011,6,0.1,Same Day
ORD-10528,2025-12-14,C040,P003,1,0.1,Standard
ORD-10529,2025-12-14,C038,P010,1,0.1,Standard
ORD-10530,2025-12-15,C044,P004,4,0.05,Standard
ORD-10531,2025-12-15,C012,P008,1,0.1,Standard
ORD-10532,2025-12-15,C039,P009,1,0.15,Standard
ORD-10533,2025-12-15,C018,P010,5,0.0,Standard
ORD-10534,2025-12-15,C048,P001,2,0.05,Standard
ORD-10535,2025-12-16,C048,P003,4,0.0,Standard
ORD-10536,2025-12-17,C038,P010,6,0.1,Standard
ORD-10537,2025-12-18,C057,P007,1,0.0,Express
ORD-10538,2025-12-18,C033,P006,2,0.1,Standard
ORD-10539,2025-12-18,C002,P001,2,0.1,Standard
ORD-10540,2025-12-18,C037,P004,1,0.15,Express
ORD-10541,2025-12-20,C047,P011,4,0.0,Standard
ORD-10542,2025-12-20,C007,P001,1,0.05,Express
ORD-10543,2025-12-21,C007,P004,2,0.1,Standard
ORD-10544,2025-12-22,C017,P012,2,0.15,Standard
ORD-10545,2025-12-22,C051,P001,2,0.15,Same Day
ORD-10546,2025-12-23,C032,P010,10,0.05,Standard
ORD-10547,2025-12-26,C059,P003,1,0.05,Standard
ORD-10548,2025-12-28,C053,P011,5,0.0,Same Day
ORD-10549,2025-12-28,C034,P010,7,0.15,Express
ORD-10550,2025-12-28,C041,P011,6,0.0,Express
ORD-10551,2025-12-28,C020,P003,5,0.05,Standard
ORD-10552,2025-12-28,C006,P007,1,0.1,Standard
ORD-10553,2025-12-29,C024,P010,8,0.0,Express
ORD-10554,2025-12-29,C036,P003,3,0.0,Standard
ORD-10555,2025-12-30,C011,P003,1,0.0,Standard
ORD-10556,2025-12-30,C014,P001,1,0.1,Express
ORD-10557,2026-01-02,C001,P012,5,0.0,Standard
ORD-10558,2026-01-02,C045,P010,6,0.0,Standard
ORD-10559,2026-01-03,C054,P008,2,0.05,Standard
ORD-10560,2026-01-04,C050,P010,4,0.0,Standard
ORD-10561,2026-01-05,C023,P007,2,0.1,Express
ORD-10562,2026-01-05,C036,P006,2,0.0,Express
ORD-10563,2026-01-07,C058,P005,1,0.0,Standard
ORD-10564,2026-01-07,C036,P009,2,0.0,Standard
ORD-10565,2026-01-08,C018,P003,5,0.0,Standard
ORD-10566,2026-01-09,C021,P011,2,0.0,Standard
ORD-10567,2026-01-09,C044,P010,3,0.1,Standard
ORD-10568,2026-01-09,C027,P004,2,0.0,Same Day
ORD-10569,2026-01-10,C051,P007,1,0.0,Standard
ORD-10570,2026-01-12,C052,P002,2,0.0,Standard
ORD-10571,2026-01-14,C003,P012,2,0.0,Same Day
ORD-10572,2026-01-14,C044,P011,1,0.15,Standard
ORD-10573,2026-01-16,C023,P012,2,0.0,Same Day
ORD-10574,2026-01-16,C032,P004,4,0.15,Standard
ORD-10575,2026-01-17,C016,P002,3,0.0,Standard
ORD-10576,2026-01-17,C023,P003,3,0.0,Same Day
ORD-10577,2026-01-18,C020,P002,2,0.0,Standard
ORD-10578,2026-01-18,C004,P002,3,0.0,Standard
ORD-10579,2026-01-18,C047,P002,1,0.1,Standard
ORD-10580,2026-01-19,C009,P012,4,0.0,Express
ORD-10581,2026-01-19,C023,P002,3,0.0,Standard
ORD-10582,2026-01-19,C012,P002,3,0.05,Standard
ORD-10583,2026-01-20,C010,P010,3,0.05,Express
ORD-10584,2026-01-20,C023,P008,3,0.15,Express
ORD-10585,2026-01-21,C056,P010,7,0.15,Standard
ORD-10586,2026-01-21,C057,P008,4,0.05,Standard
ORD-10587,2026-01-22,C023,P011,2,0.1,Standard
ORD-10588,2026-01-22,C031,P008,3,0.1,Standard
ORD-10589,2026-01-22,C060,P006,4,0.0,Standard
ORD-10590,2026-01-23,C015,P010,3,0.05,Standard
ORD-10591,2026-01-23,C057,P005,2,0.0,Standard
ORD-10592,2026-01-24,C007,P004,1,0.1,Standard
ORD-10593,2026-01-25,C014,P006,3,0.15,Express
ORD-10594,2026-01-25,C021,P002,2,0.0,Standard
ORD-10595,2026-01-25,C003,P010,2,0.1,Same Day
ORD-10596,2026-01-26,C049,P003,1,0.15,Same Day
ORD-10597,2026-01-26,C052,P002,3,0.0,Standard
ORD-10598,2026-01-26,C024,P003,2,0.0,Same Day
ORD-10599,2026-01-27,C051,P011,3,0.15,Express
ORD-10600,2026-01-27,C047,P004,1,0.15,Standard
ORD-10601,2026-01-29,C049,P009,2,0.0,Express
ORD-10602,2026-01-29,C049,P011,4,0.0,Standard
ORD-10603,2026-01-30,C035,P002,3,0.05,Express
ORD-10604,2026-01-30,C007,P010,2,0.0,Standard
ORD-10605,2026-01-31,C056,P003,2,0.0,Standard
ORD-10606,2026-01-31,C037,P003,4,0.0,Standard
ORD-10607,2026-01-31,C055,P009,2,0.0,Same Day
ORD-10608,2026-02-01,C058,P011,5,0.05,Standard
ORD-10609,2026-02-01,C012,P003,5,0.05,Standard
ORD-10610,2026-02-03,C025,P007,2,0.05,Standard
ORD-10611,2026-02-04,C012,P003,1,0.1,Standard
ORD-10612,2026-02-04,C004,P007,1,0.0,Express
ORD-10613,2026-02-04,C058,P008,4,0.0,Express
ORD-10614,2026-02-05,C056,P008,3,0.0,Standard
ORD-10615,2026-02-06,C056,P008,4,0.0,Standard
ORD-10616,2026-02-06,C054,P002,2,0.0,Standard
ORD-10617,2026-02-06,C039,P010,1,0.0,Standard
ORD-10618,2026-02-07,C032,P009,1,0.0,Express
ORD-10619,2026-02-07,C060,P009,2,0.0,Express
ORD-10620,2026-02-07,C034,P002,2,0.05,Standard
ORD-10621,2026-02-09,C039,P005,1,0.05,Standard
ORD-10622,2026-02-09,C013,P005,1,0.15,Standard
ORD-10623,2026-02-12,C045,P002,3,0.1,Standard
ORD-10624,2026-02-12,C050,P003,5,0.05,Standard
ORD-10625,2026-02-13,C041,P005,2,0.0,Express
ORD-10626,2026-02-13,C030,P010,1,0.05,Standard
ORD-10627,2026-02-13,C012,P003,4,0.0,Same Day
ORD-10627,2026-02-13,C012,P003,4,0.0,Same Day
ORD-10628,2026-02-14,C003,P010,9,0.0,Standard
ORD-10629,2026-02-14,C038,P007,2,0.0,Standard
ORD-10630,2026-02-14,C041,P010,6,0.0,Standard
ORD-10631,2026-02-14,C047,P006,2,0.0,Standard
ORD-10632,2026-02-15,C058,P006,1,0.05,Standard
ORD-10633,2026-02-16,C030,P008,2,0.1,Standard
ORD-10634,2026-02-16,C050,P012,4,0.1,Express
ORD-10635,2026-02-17,C043,P006,1,0.05,Standard
ORD-10636,2026-02-17,C017,P006,1,0.0,Express
ORD-10637,2026-02-18,C051,P008,2,0.0,Express
ORD-10638,2026-02-19,C004,P010,8,0.05,Standard
ORD-10639,2026-02-20,C036,P002,2,0.0,Standard
ORD-10640,2026-02-22,C057,P006,3,0.0,Standard
ORD-10641,2026-02-22,C040,P006,3,0.0,Standard
ORD-10642,2026-02-23,C057,P012,1,0.15,Express
ORD-10643,2026-02-23,C004,P006,2,0.05,Same Day
ORD-10644,2026-02-23,C032,P006,1,0.0,Standard
ORD-10645,2026-02-24,C047,P012,4,0.05,Standard
ORD-10646,2026-02-25,C039,P006,4,0.0,Express
ORD-10647,2026-02-25,C053,P003,2,0.0,Express
ORD-10648,2026-02-25,C028,P003,2,0.0,Standard
ORD-10649,2026-02-25,C041,P002,1,0.0,Express
ORD-10650,2026-02-25,C026,P001,2,0.05,Standard
ORD-10651,2026-02-25,C053,P005,1,0.0,Standard
ORD-10652,2026-02-25,C008,P010,8,0.1,Standard
ORD-10653,2026-02-26,C016,P010,5,0.0,Standard
ORD-10654,2026-02-26,C006,P001,2,0.05,Express
ORD-10655,2026-02-27,C043,P007,2,0.05,Standard
ORD-10656,2026-02-28,C014,P002,1,0.05,Standard
ORD-10657,2026-03-01,C020,P012,5,0.05,Standard
ORD-10658,2026-03-01,C051,P002,3,0.15,Standard
ORD-10659,2026-03-03,C022,P008,4,0.0,Standard
ORD-10660,2026-03-03,C009,P004,4,0.05,Standard
ORD-10661,2026-03-03,C002,P009,1,0.05,Express
ORD-10661,2026-03-03,C002,P009,1,0.05,Express
ORD-10662,2026-03-03,C014,P005,1,0.0,Standard
ORD-10663,2026-03-04,C055,P010,6,0.0,Express
ORD-10664,2026-03-05,C033,P003,2,0.0,Standard
ORD-10665,2026-03-06,C060,P011,3,0.0,Express
ORD-10666,2026-03-07,C013,P006,1,0.0,Express
ORD-10667,2026-03-08,C022,P010,4,0.0,Standard
ORD-10668,2026-03-08,C010,P011,3,0.05,Standard
ORD-10669,2026-03-08,C024,P012,2,0.0,Same Day
ORD-10670,2026-03-09,C034,P003,4,0.1,Standard
ORD-10671,2026-03-10,C049,P003,3,0.0,Express
ORD-10672,2026-03-10,C023,P003,3,0.05,Standard
ORD-10673,2026-03-11,C047,P003,1,0.0,Standard
ORD-10674,2026-03-11,C038,P008,3,0.0,Standard
ORD-10675,2026-03-11,C018,P012,1,0.0,Express
ORD-10676,2026-03-11,C055,P012,2,0.05,Standard
ORD-10677,2026-03-13,C027,P006,2,0.0,Express
ORD-10678,2026-03-14,C010,P008,1,0.15,Express
ORD-10679,2026-03-14,C058,P011,3,0.0,Standard
ORD-10679,2026-03-14,C058,P011,3,0.0,Standard
ORD-10680,2026-03-15,C055,P012,2,0.05,Standard
ORD-10681,2026-03-16,C003,P003,5,0.0,Standard
ORD-10682,2026-03-16,C055,P006,4,0.05,Standard
ORD-10683,2026-03-16,C057,P011,1,0.0,Express
ORD-10684,2026-03-16,C050,P003,4,0.0,Standard
ORD-10685,2026-03-17,C016,P005,2,0.0,Standard
ORD-10686,2026-03-20,C038,P012,2,0.0,Express
ORD-10687,2026-03-21,C033,P012,3,0.0,Standard
ORD-10688,2026-03-21,C038,P011,5,0.15,Standard
ORD-10689,2026-03-23,C037,P010,4,0.0,Standard
ORD-10690,2026-03-23,C039,P003,1,0.0,Standard
ORD-10691,2026-03-24,C031,P004,2,0.15,Express
ORD-10692,2026-03-24,C042,P007,1,0.0,Standard
ORD-10693,2026-03-25,C032,P007,1,0.0,Standard
ORD-10694,2026-03-25,C001,P006,1,0.05,Standard
ORD-10695,2026-03-26,C003,P008,1,0.15,Standard
ORD-10696,2026-03-27,C058,P005,2,0.05,Express
ORD-10697,2026-03-28,C055,P010,2,0.0,Standard
ORD-10698,2026-03-29,C036,P004,3,0.15,Express
ORD-10699,2026-03-29,C011,P004,3,0.0,Express
ORD-10700,2026-03-30,C047,P002,2,0.15,Standard
ORD-10701,2026-03-30,C009,P003,5,0.1,Express
ORD-10702,2026-03-31,C023,P011,1,0.15,Standard
ORD-10703,2026-04-02,C020,P005,1,0.0,Same Day
ORD-10704,2026-04-03,C001,P003,1,0.0,Standard
ORD-10705,2026-04-03,C049,P010,6,0.05,Standard
ORD-10706,2026-04-04,C031,P007,2,0.0,Standard
ORD-10707,2026-04-04,C019,P001,2,0.0,Standard
ORD-10708,2026-04-05,C031,P004,2,0.15,Express
ORD-10709,2026-04-07,C001,P003,2,0.05,Standard
ORD-10710,2026-04-07,C027,P009,2,0.0,Standard
ORD-10711,2026-04-07,C032,P003,4,0.0,Standard
ORD-10712,2026-04-08,C021,P001,2,0.0,Express
ORD-10713,2026-04-09,C050,P001,1,0.0,Express
ORD-10714,2026-04-10,C015,P008,2,0.0,Standard
ORD-10715,2026-04-10,C009,P001,1,0.1,Standard
ORD-10716,2026-04-11,C032,P011,5,0.05,Standard
ORD-10717,2026-04-12,C054,P002,1,0.0,Express
ORD-10718,2026-04-12,C023,P008,4,0.0,Express
ORD-10719,2026-04-12,C003,P005,1,0.05,Standard
ORD-10720,2026-04-12,C059,P005,1,0.1,Express
ORD-10721,2026-04-13,C027,P002,1,0.1,Standard
ORD-10722,2026-04-13,C011,P010,7,0.0,Express
ORD-10723,2026-04-14,C037,P011,5,0.1,Standard
ORD-10724,2026-04-15,C020,P001,2,0.0,Standard
ORD-10725,2026-04-15,C057,P003,4,0.0,Standard
ORD-10726,2026-04-15,C018,P011,2,0.1,Standard
ORD-10727,2026-04-15,C034,P007,1,0.0,Same Day
ORD-10728,2026-04-16,C033,P002,3,0.0,Standard
ORD-10729,2026-04-16,C015,P003,3,0.0,Express
ORD-10730,2026-04-17,C030,P009,1,0.0,Express
ORD-10731,2026-04-17,C007,P010,9,0.0,Express
ORD-10732,2026-04-17,C039,P008,3,0.05,Same Day
ORD-10733,2026-04-18,C046,P012,1,0.0,Standard
ORD-10734,2026-04-18,C058,P006,4,0.0,Standard
ORD-10735,2026-04-19,C020,P003,4,0.1,Standard
ORD-10736,2026-04-19,C018,P006,3,0.0,Standard
ORD-10737,2026-04-20,C033,P004,4,0.15,Express
ORD-10738,2026-04-21,C042,P003,3,0.0,Standard
ORD-10738,2026-04-21,C042,P003,3,0.0,Standard
ORD-10739,2026-04-21,C060,P001,1,0.05,Standard
ORD-10740,2026-04-21,C002,P004,3,0.0,Standard
ORD-10741,2026-04-21,C015,P010,2,0.1,Standard
ORD-10741,2026-04-21,C015,P010,2,0.1,Standard
ORD-10742,2026-04-22,C016,P001,1,0.0,Express
ORD-10743,2026-04-22,C016,P005,2,0.15,Standard
ORD-10744,2026-04-22,C028,P009,1,0.0,Express
ORD-10745,2026-04-23,C053,P008,3,0.05,Express
ORD-10746,2026-04-24,C002,P010,3,0.0,Express
ORD-10747,2026-04-26,C049,P010,3,0.0,Standard
ORD-10748,2026-04-26,C038,P010,6,0.0,Express
ORD-10749,2026-04-27,C037,P002,3,0.0,Standard
ORD-10750,2026-04-28,C041,P006,2,0.0,Standard
ORD-10751,2026-04-28,C007,P008,1,0.05,Express
ORD-10752,2026-04-28,C045,P003,2,0.0,Express
ORD-10753,2026-04-29,C015,P001,1,0.0,Standard
ORD-10754,2026-04-29,C031,P003,5,0.0,Express
ORD-10755,2026-04-29,C041,P006,2,0.0,Standard
ORD-10756,2026-05-01,C037,P005,1,0.0,Standard
ORD-10757,2026-05-03,C020,P003,1,0.05,Same Day
ORD-10758,2026-05-03,C024,P010,5,0.0,Standard
ORD-10759,2026-05-03,C029,P012,5,0.1,Express
ORD-10760,2026-05-04,C003,P003,3,0.0,Standard
ORD-10761,2026-05-04,C044,P012,4,0.0,Express
ORD-10762,2026-05-04,C006,P001,1,0.1,Express
ORD-10763,2026-05-04,C028,P012,1,0.0,Express
ORD-10764,2026-05-04,C040,P012,4,0.0,Standard
ORD-10765,2026-05-06,C005,P001,1,0.15,Express
ORD-10766,2026-05-06,C060,P010,5,0.15,Standard
ORD-10767,2026-05-06,C023,P012,2,0.05,Same Day
ORD-10768,2026-05-06,C001,P011,1,0.0,Standard
ORD-10769,2026-05-06,C040,P012,3,0.05,Standard
ORD-10770,2026-05-07,C034,P007,2,0.15,Express
ORD-10771,2026-05-07,C039,P002,1,0.15,Standard
ORD-10772,2026-05-08,C046,P011,5,0.0,Standard
ORD-10773,2026-05-08,C029,P008,3,0.0,Express
ORD-10774,2026-05-08,C050,P008,3,0.0,Standard
ORD-10775,2026-05-09,C023,P005,1,0.0,Standard
ORD-10776,2026-05-09,C033,P007,2,0.05,Standard
ORD-10777,2026-05-09,C010,P002,1,0.0,Standard
ORD-10778,2026-05-10,C038,P010,10,0.0,Standard
ORD-10779,2026-05-10,C016,P002,2,0.0,Standard
ORD-10780,2026-05-10,C042,P010,4,0.0,Standard
ORD-10781,2026-05-12,C049,P011,1,0.0,Standard
ORD-10782,2026-05-12,C052,P006,3,0.0,Standard
ORD-10783,2026-05-12,C056,P006,1,0.0,Express
ORD-10784,2026-05-13,C008,P004,3,0.15,Express
ORD-10785,2026-05-14,C009,P012,4,0.0,Standard
ORD-10786,2026-05-15,C056,P010,3,0.0,Standard
ORD-10787,2026-05-15,C023,P004,1,0.0,Express
ORD-10788,2026-05-15,C002,P003,2,0.0,Standard
ORD-10789,2026-05-16,C018,P003,2,0.0,Standard
ORD-10790,2026-05-16,C051,P006,1,0.0,Standard
ORD-10791,2026-05-17,C022,P012,2,0.0,Standard
ORD-10792,2026-05-17,C005,P010,7,0.0,Express
ORD-10793,2026-05-17,C044,P003,2,0.05,Same Day
ORD-10794,2026-05-18,C012,P011,5,0.0,Same Day
ORD-10795,2026-05-18,C022,P004,4,0.0,Standard
ORD-10796,2026-05-18,C001,P011,5,0.05,Standard
ORD-10797,2026-05-19,C037,P003,3,0.0,Standard
ORD-10798,2026-05-19,C027,P008,2,0.0,Standard
ORD-10799,2026-05-19,C053,P012,5,0.0,Standard
ORD-10800,2026-05-19,C021,P003,2,0.0,Express
ORD-10801,2026-05-19,C013,P010,5,0.0,Standard
ORD-10802,2026-05-19,C010,P012,3,0.15,Same Day
ORD-10803,2026-05-19,C013,P002,3,0.15,Standard
ORD-10804,2026-05-21,C028,P002,2,0.15,Standard
ORD-10805,2026-05-21,C006,P009,2,0.0,Express
ORD-10806,2026-05-21,C025,P004,4,0.0,Express
ORD-10807,2026-05-22,C052,P002,2,0.0,Standard
ORD-10808,2026-05-26,C047,P006,4,0.0,Standard
ORD-10809,2026-05-26,C039,P010,2,0.0,Standard
ORD-10810,2026-05-27,C054,P003,5,0.0,Standard
ORD-10811,2026-05-27,C047,P004,1,0.0,Standard
ORD-10812,2026-05-28,C040,P011,6,0.0,Standard
ORD-10813,2026-05-29,C052,P006,2,0.0,Express
ORD-10814,2026-05-30,C008,P011,6,0.05,Standard
ORD-10815,2026-05-31,C050,P005,1,0.0,Express
ORD-10816,2026-05-31,C018,P012,3,0.1,Express
ORD-10817,2026-05-31,C044,P009,2,0.0,Standard
ORD-10818,2026-05-31,C055,P002,1,0.0,Standard
ORD-10819,2026-06-01,C030,P011,2,0.0,Standard
ORD-10820,2026-06-01,C006,P006,1,0.0,Express
ORD-10821,2026-06-02,C023,P002,1,0.0,Express
ORD-10822,2026-06-03,C025,P002,2,0.0,Express
ORD-10823,2026-06-04,C057,P009,2,0.05,Standard
ORD-10824,2026-06-05,C057,P001,1,0.0,Standard
ORD-10825,2026-06-05,C035,P003,1,0.0,Standard
ORD-10826,2026-06-05,C058,P002,1,0.15,Standard
ORD-10827,2026-06-07,C027,P005,2,0.0,Express
ORD-10828,2026-06-07,C025,P005,2,0.05,Standard
ORD-10829,2026-06-07,C051,P006,1,0.0,Standard
ORD-10830,2026-06-08,C041,P003,1,0.0,Standard
ORD-10831,2026-06-08,C032,P001,1,0.0,Standard
ORD-10832,2026-06-08,C028,P008,4,0.0,Express
ORD-10833,2026-06-09,C043,P004,3,0.05,Standard
ORD-10834,2026-06-10,C046,P009,2,0.0,Same Day
ORD-10835,2026-06-10,C030,P002,1,0.0,Express
ORD-10836,2026-06-11,C002,P001,2,0.0,Express
ORD-10837,2026-06-11,C007,P003,1,0.15,Express
ORD-10838,2026-06-11,C009,P006,3,0.1,Express
ORD-10839,2026-06-11,C028,P004,3,0.15,Express
ORD-10840,2026-06-12,C037,P010,4,0.05,Standard
ORD-10841,2026-06-12,C049,P004,3,0.05,Standard
ORD-10842,2026-06-12,C014,P007,2,0.0,Standard
ORD-10843,2026-06-14,C048,P008,2,0.15,Standard
ORD-10844,2026-06-14,C040,P001,1,0.0,Standard
ORD-10845,2026-06-14,C004,P006,1,0.0,Express
ORD-10846,2026-06-14,C022,P004,4,0.05,Standard
ORD-10847,2026-06-15,C019,P005,1,0.0,Standard
ORD-10848,2026-06-15,C054,P002,1,0.0,Express
ORD-10849,2026-06-15,C056,P010,7,0.0,Standard
ORD-10850,2026-06-15,C050,P012,2,0.0,Express
ORD-10851,2026-06-15,C032,P001,1,0.1,Standard
ORD-10852,2026-06-15,C030,P008,3,0.0,Express
ORD-10853,2026-06-16,C019,P010,6,0.1,Express
ORD-10854,2026-06-16,C047,P003,4,0.0,Standard
ORD-10855,2026-06-16,C006,P010,1,0.1,Standard
ORD-10856,2026-06-16,C017,P008,2,0.0,Standard
ORD-10857,2026-06-17,C009,P012,3,0.15,Standard
ORD-10858,2026-06-18,C030,P012,4,0.0,Standard
ORD-10859,2026-06-18,C018,P001,1,0.0,Same Day
ORD-10860,2026-06-19,C012,P005,1,0.0,Standard
ORD-10861,2026-06-19,C023,P007,2,0.0,Express
ORD-10862,2026-06-20,C052,P002,3,0.0,Standard
ORD-10863,2026-06-20,C034,P004,4,0.05,Same Day
ORD-10864,2026-06-20,C050,P012,2,0.15,Standard
ORD-10865,2026-06-20,C055,P001,2,0.05,Standard
ORD-10866,2026-06-21,C055,P006,2,0.0,Standard
ORD-10867,2026-06-23,C022,P011,4,0.0,Standard
ORD-10868,2026-06-23,C053,P004,1,0.1,Express
ORD-10869,2026-06-23,C055,P006,4,0.1,Standard
ORD-10870,2026-06-24,C058,P012,2,0.0,Standard
ORD-10871,2026-06-24,C022,P006,4,0.15,Standard
ORD-10872,2026-06-27,C014,P002,1,0.0,Express
ORD-10873,2026-06-27,C036,P001,2,0.1,Standard
ORD-10874,2026-06-27,C056,P012,3,0.15,Standard
ORD-10875,2026-06-27,C055,P003,1,0.05,Standard
ORD-10876,2026-06-28,C035,P006,1,0.0,Standard
ORD-10877,2026-06-28,C009,P002,3,0.05,Standard
ORD-10878,2026-06-29,C026,P005,1,0.0,Same Day
ORD-10879,2026-06-29,C043,P012,2,0.1,Standard
ORD-10880,2026-06-30,C034,P006,3,0.0,Express
ORD-10881,2026-06-30,C021,P012,2,0.05,Standard
ORD-10882,2026-06-30,C021,P003,1,0.15,Standard
ORD-10883,2026-07-01,C004,P006,3,0.0,Standard
ORD-10884,2026-07-02,C018,P011,5,0.0,Standard
ORD-10885,2026-07-03,C041,P005,2,0.05,Standard
ORD-10886,2026-07-04,C015,P003,5,0.0,Standard
ORD-10887,2026-07-04,C060,P011,1,0.0,Standard
ORD-10888,2026-07-04,C005,P004,2,0.0,Same Day
ORD-10889,2026-07-05,C036,P007,1,0.0,Standard
ORD-10890,2026-07-05,C030,P012,5,0.05,Standard
ORD-10891,2026-07-06,C050,P003,3,0.05,Standard
ORD-10892,2026-07-07,C054,P003,1,0.0,Standard
ORD-10893,2026-07-07,C033,P001,2,0.0,Express
ORD-10894,2026-07-09,C038,P004,1,0.0,Standard
ORD-10895,2026-07-09,C042,P003,2,0.0,Standard
ORD-10896,2026-07-09,C032,P009,2,0.05,Standard
ORD-10897,2026-07-09,C012,P003,3,0.0,Standard
ORD-10898,2026-07-09,C026,P009,2,0.0,Same Day
ORD-10899,2026-07-10,C015,P003,3,0.15,Standard
ORD-10900,2026-07-12,C028,P004,4,0.0,Express
ORD-10901,2026-07-12,C037,P004,3,0.05,Standard
ORD-10902,2026-07-12,C013,P010,1,0.0,Same Day
ORD-10903,2026-07-13,C015,P006,1,0.0,Standard
ORD-10904,2026-07-13,C050,P004,4,0.0,Standard
ORD-10905,2026-07-15,C023,P011,1,0.1,Express
ORD-10906,2026-07-15,C012,P007,1,0.1,Standard
ORD-10907,2026-07-16,C043,P003,1,0.0,Standard
ORD-10908,2026-07-16,C043,P011,2,0.0,Same Day
ORD-10909,2026-07-16,C050,P004,3,0.0,Standard
ORD-10910,2026-07-16,C046,P001,1,0.05,Express
ORD-10911,2026-07-17,C060,P006,2,0.05,Express
ORD-10912,2026-07-17,C035,P002,3,0.05,Express
ORD-10913,2026-07-19,C018,P003,1,0.15,Express
ORD-10914,2026-07-19,C052,P010,1,0.0,Standard
ORD-10915,2026-07-20,C016,P002,1,0.05,Standard
ORD-10916,2026-07-20,C018,P010,9,0.05,Standard
ORD-10917,2026-07-20,C050,P012,3,0.0,Express
ORD-10918,2026-07-21,C053,P008,3,0.15,Express
ORD-10919,2026-07-21,C021,P010,1,0.0,Standard
ORD-10920,2026-07-22,C044,P010,8,0.05,Standard
ORD-10921,2026-07-22,C056,P012,1,0.05,Standard
ORD-10922,2026-07-22,C048,P004,3,0.15,Standard
ORD-10923,2026-07-22,C001,P002,1,0.0,Express
ORD-10924,2026-07-23,C040,P006,4,0.0,Standard
ORD-10925,2026-07-23,C011,P007,1,0.1,Express
ORD-10926,2026-07-24,C051,P003,1,0.1,Express
ORD-10927,2026-07-24,C005,P008,2,0.0,Same Day
